name;avg_price;cuisine_features;telephone;address;location;opinions;ratings;comments_count;                 features;schedule;appetizing_dishes;restaurant_features;similar_restaurants;web_site
Cerveceria a La Vuelta;Rango de precios por persona 9 €-22 €;Española;tel:+34918776410;Av de Miguel de Unamuno, Alcala de Henares;Av de Miguel de Unamuno, Alcala de Henares, Comunidad de Madrid, España, 28805;{};{"Foursquare": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Foursquare": "1", "Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Restaurante Tonifergo, Boca Chica, Bar De Tapas, Las cucharas;
Tapa Boca Chica;;Española;tel:+34918834434;C. Andrés Saborit, 12, Alcala de Henares;C. Andrés Saborit, 12, Alcala de Henares, Comunidad de Madrid, España;{};{"Google": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Google": 0, "Facebook": 0};No hay entrega;{"Lunes": "09:30-23:00", "Martes": "09:30-23:00", "Mi\u00e9rcoles": "09:30-23:00", "Jueves": "09:30-23:00", "Viernes": "09:30-23:00", "S\u00e1bado": "09:30-23:00", "Domingo": "11:30-23:00"};laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Tapas Variadas Especialidad En Tigres, El Escudo, Bar Restaurante Los Reales, Bar de tapas Isabella;
Parri Brasa;Rango de precios por persona 9 €-22 €;Argentina;tel:+34918837089;Paseo del Val 16, Alcala de Henares;Paseo del Val 16, Alcala de Henares, Comunidad de Madrid, España, 28804;{};{"Foursquare": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Foursquare": 0, "Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Tío Bigotes, Puerto Madero - Alcala, RefugiO PatagoniA, Restaurante Fifty & Fifty - Asador Argentino;
Herbolario Doshermanas;Rango de precios por persona 9 €-22 €;Vegetariana;tel:+34918828519;Ronda Ancha, 17, Alcala de Henares;Ronda Ancha, 17, Alcala de Henares, Comunidad de Madrid, España, 28805;{};{"Foursquare": "Sin valorar a\u00fan"};{"Foursquare": 0};;;croquetas, paella, tapas, patatas, sopa, empanadas, la salsa, arroz, ensaladas, hamburguesas completas, menudo, helado, patatas fritas, entrantes, pinchos, pasta, tarta de queso;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Vaoke Gastro Bar, La Huella Vegana de Alcalá de Henares, RefugiO PatagoniA, Blanco’s;
La dolce vita;Rango de precios por persona 9 €-22 €;Pizza;;Calle Victoria, 3, Alcala de Henares;Calle Victoria, 3, Alcala de Henares, Comunidad de Madrid, España;{};{"Foursquare": "Sin valorar a\u00fan", "Google": "Sin valorar a\u00fan"};{"Foursquare": "1", "Google": 0};No hay entrega, Para llevar;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Domino's Pizza, Pizza Grill, Pizza Seba, Guipemi;http://www.sorrentozabrze.pl
los fogones de alcala;;Española;tel:+34918306574;Calle San Juan Numero 2, Alcala de Henares;Calle San Juan Numero 2, Alcala de Henares, Comunidad de Madrid, España, 28802;{};{"Facebook": "Sin valorar a\u00fan", "Trip": "Sin valorar a\u00fan"};{"Facebook": 0, "Trip": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;El Escudo, Bar Restaurante Los Reales, Cervecería Belmari, Bar de tapas Isabella;
Pianola;;Italiana;tel:+34918303996;Calle Julio Caro Baroja, 3 - 19 20, Alcala de Henares;Calle Julio Caro Baroja, 3 - 19 20, Alcala de Henares, Comunidad de Madrid, España, 28806;{};{"Yelp": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Yelp": 0, "Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;pizzeria dino, Pizzeria Carlos, Restaurante La Tagliatella | Alcalá Magna, Alcalá de Henares, Papizza;
El Cabas de Pereda;;Comida Rápida;tel:+34918303222;Calle Talamanca, 6, Alcala de Henares;Calle Talamanca, 6, Alcala de Henares, Comunidad de Madrid, España, 28807;{};{"Yelp": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Yelp": 0, "Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Rodilla, Walibaba Kebab House, Échale Huevos, Meson DON JOSE;
Kneipe;;Comida Rápida;tel:+34918831595;Calle Mayor, 45, Alcala de Henares;Calle Mayor, 45, Alcala de Henares, Comunidad de Madrid, España, 28801;{};{"Yelp": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Yelp": 0, "Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Échale Huevos, Meson DON JOSE, Kebab Parsa, New York Burger Alcalá;
La Tartera del Sapito;;Española;tel:+34918834355;Calle Jorge Luis Borges, 2 - BJ 3, Alcala de Henares;Calle Jorge Luis Borges, 2 - BJ 3, Alcala de Henares, Comunidad de Madrid, España, 28806;{};{"Yelp": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Yelp": 0, "Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Paolo, Restaurante Tonifergo, Boca Chica, Restaurante el Cachirulo;
Asador de Pollos Oscar;;Comida Rápida;tel:+34918802252;8 Calle Santa Bárbara, Alcala de Henares;8 Calle Santa Bárbara, Alcala de Henares, Comunidad de Madrid, España;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;King Doner Kebab, Walibaba Kebab House, Échale Huevos, Meson DON JOSE;
Lendy;;Española;tel:918894530;Calle Navarro y Ledesma, 3, Alcala de Henares;Calle Navarro y Ledesma, 3, Alcala de Henares, Comunidad de Madrid, España, 28807;{};{"Yelp": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Yelp": 0, "Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Tony Romas, Buddakan Fusion, Cervecería Las Médulas, Cervecería Belmari;
Candela Urban;Rango de precios por persona 22 €-43 €;Española;tel:+34918838967;Calle Bustamante de la Camara, 3, Alcala de Henares;Calle Bustamante de la Camara, 3, Alcala de Henares, Comunidad de Madrid, España, 28801;{};{"Yelp": "Sin valorar a\u00fan", "Foursquare": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Yelp": 0, "Foursquare": "1", "Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Sexto Sentido, Latitud Sur, Cervecería Belmari, La Galería;
Cafeteria;;;;1 Calle Azucena, Alcala de Henares;1 Calle Azucena, Alcala de Henares, Comunidad de Madrid, España, 28801;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Cheess Burger, Herbolario Doshermanas, Candela Urban, Sidreria Sagasti;
Cervecería Santa Cruz;;Española;tel:+34918835626;Calle Entrepeñas, local159, Alcala de Henares;Calle Entrepeñas, local159, Alcala de Henares, Comunidad de Madrid, España, 28803;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;La Galería, Cervecería-Tapas Andalvǵa, Tapa Boca Chica, los fogones de alcala;
El Yate;;;tel:+34918810788;Camino del Olivar, Alcala de Henares;Camino del Olivar, Alcala de Henares, Comunidad de Madrid, España;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;McDonald's, Casa Angela, La Tartera del Sapito, Asador de Pollos Oscar;
Romania;;;tel:40753336950;C. Luis de Alcalá, 2, 24, Alcala de Henares;C. Luis de Alcalá, 2, 24, Alcala de Henares, Comunidad de Madrid, España;{};{"Google": "Sin valorar a\u00fan"};{"Google": 0};No hay entrega, Para llevar;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;McDonald's, La Casa de las Anchoas, Tapa Boca Chica, La dolce vita;
La Clave;;;tel:+34605989475;Calle Zaragoza, Alcala de Henares;Calle Zaragoza, Alcala de Henares, Comunidad de Madrid, España, 28804;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Taperia La Gaviota, Herbolario Doshermanas, Parri Brasa, Cheess Burger;
Bar-Cafe Noe;;;tel:+34910668690;Calle Diego de Urbina, Alcala de Henares;Calle Diego de Urbina, Alcala de Henares, Comunidad de Madrid, España, 28805;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Taperia La Gaviota, Herbolario Doshermanas, Cheess Burger, Lendy;
Grupo Zena Pizza;;;tel:918798117;Calle VIA Complutense, 42, Alcala de Henares;Calle VIA Complutense, 42, Alcala de Henares, Comunidad de Madrid, España, 28805;{};{"Yelp": "Sin valorar a\u00fan"};{"Yelp": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Cheess Burger, Herbolario Doshermanas, Lendy, Sidreria Sagasti;
Domino's Pizza Alsea;;;;Cam. el Olivar, Alcala de Henares;Cam. el Olivar, Alcala de Henares, Comunidad de Madrid, España;{};{"Google": "Sin valorar a\u00fan"};{"Google": 0};Entrega, Para llevar;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;pedir comida a domicilio, comida para llevar, estupenda ubicación, desayuno, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;McDonald's, Casa Angela, La Tartera del Sapito, Asador de Pollos Oscar;
Asador de pollo Nina uelkowa;;;;C. José Martinez Ruiz Azorín, 47, Alcala de Henares;C. José Martinez Ruiz Azorín, 47, Alcala de Henares, Comunidad de Madrid, España;{};{"Google": "Sin valorar a\u00fan"};{"Google": 0};Entrega, Para llevar;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Pianola, Martinel, La Tartera del Sapito, Cerveceria a La Vuelta;
Kenia Bar Restaurante;;;;Calle Postigo, Alcala de Henares;Calle Postigo, Alcala de Henares, Comunidad de Madrid, España;{};{"Google": "Sin valorar a\u00fan"};{"Google": 0};No hay entrega;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;La dolce vita, Tapa Boca Chica, los fogones de alcala, A Casa Mia;
Restaurante PATRIMONIOZ;;;;Av. de la Alcarria, 12, Alcala de Henares;Av. de la Alcarria, 12, Alcala de Henares, Comunidad de Madrid, España;{};{"Google": "Sin valorar a\u00fan"};{"Google": 0};No hay entrega;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Dall'agnese, Pizzagestion Azahar S.L., Martinel, Pianola;
Ángela Asador;;;;Carretera de Meco, 2, Alcala de Henares;Carretera de Meco, 2, Alcala de Henares, Comunidad de Madrid, España, 28805;{};{"Facebook": "Sin valorar a\u00fan", "Trip": "Sin valorar a\u00fan"};{"Facebook": 0, "Trip": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Cerveceria a La Vuelta, Pianola, Martinel, Dall'agnese;
Morales Lopez Antonio;;;tel:918881007;Calle Talamanca, 27, Alcala de Henares;Calle Talamanca, 27, Alcala de Henares, Comunidad de Madrid, España, 28807;{};{"Yelp": "Sin valorar a\u00fan"};{"Yelp": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Teranga, El Cabas de Pereda, Lendy, Sidreria Sagasti;
Taberna Berciana;;;tel:+34918822724;2 Calle Goya, Alcala de Henares;2 Calle Goya, Alcala de Henares, Comunidad de Madrid, España, 28807;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Lendy, El Cabas de Pereda, Sidreria Sagasti, Cheess Burger;
Marsa;;;tel:+34918842413;28801, Alcala de Henares;28801, Alcala de Henares, Comunidad de Madrid, España, 28804;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Kneipe, A Casa Mia, Candela Urban, los fogones de alcala;
5jotas;;;;Calle Fernán Falcón, Alcala de Henares;Calle Fernán Falcón, Alcala de Henares, Comunidad de Madrid, España;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Parri Brasa, Herbolario Doshermanas, Cheess Burger, Candela Urban;
